StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,PresenceNetwork_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1
2025-05-10 15:31:03,2025-05-10 15:31:12,IP Address,80.114.165.142,100,8,True,2025-05-10 15:31:12,R_8XKyIwVsqNufrdT,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,174M,No,,,,,,,,,,,,,
2025-05-10 15:31:23,2025-05-10 15:31:48,IP Address,80.114.165.142,100,24,True,2025-05-10 15:31:48,R_2HjZVakV1hjRSrt,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,175M,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-10 15:34:31,2025-05-10 15:34:50,IP Address,80.114.165.142,100,18,True,2025-05-10 15:34:50,R_2I6pzikoIG8dVg3,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,185M,No,,,,,,,,,,,,,
2025-05-10 15:34:55,2025-05-10 15:35:00,IP Address,80.114.165.142,100,5,True,2025-05-10 15:35:01,R_8NJQjRKlYZFA8xw,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,186M,No,,,,,,,,,,,,,
2025-05-10 15:35:07,2025-05-10 15:35:16,IP Address,80.114.165.142,100,9,True,2025-05-10 15:35:17,R_2s6DwoB7pb0sil3,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,187M,No,,,,,,,,,,,,,
2025-05-10 15:35:33,2025-05-10 15:35:39,IP Address,80.114.165.142,100,5,True,2025-05-10 15:35:39,R_2qCwM7NiWrmZwpC,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,188M,No,,,,,,,,,,,,,
2025-05-10 15:35:44,2025-05-10 15:35:49,IP Address,80.114.165.142,100,5,True,2025-05-10 15:35:49,R_8KI3rVzncglqpWx,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,189M,No,,,,,,,,,,,,,
2025-05-10 15:36:01,2025-05-10 15:36:08,IP Address,80.114.165.142,100,6,True,2025-05-10 15:36:08,R_2fg71j2MyVeRuVs,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,191M,No,,,,,,,,,,,,,
2025-05-10 15:36:13,2025-05-10 15:36:19,IP Address,80.114.165.142,100,5,True,2025-05-10 15:36:19,R_8WxsqrsphiOU2ZX,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,192M,No,,,,,,,,,,,,,
2025-05-10 15:37:05,2025-05-10 15:37:11,IP Address,80.114.165.142,100,5,True,2025-05-10 15:37:11,R_8afCPjCJ2TQS2nz,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,194M,No,,,,,,,,,,,,,
2025-05-10 15:37:33,2025-05-10 15:37:39,IP Address,80.114.165.142,100,6,True,2025-05-10 15:37:39,R_2pQOoTNRk3g9ZkA,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,193M,No,,,,,,,,,,,,,
2025-05-10 15:37:44,2025-05-10 15:37:50,IP Address,80.114.165.142,100,6,True,2025-05-10 15:37:51,R_2aiXlAkSJUTj3ih,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,199M,No,,,,,,,,,,,,,
2025-05-10 15:37:56,2025-05-10 15:38:09,IP Address,80.114.165.142,100,12,True,2025-05-10 15:38:10,R_2fsS2HuVrdhZVg5,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,198M,No,,,,,,,,,,,,,
2025-05-10 15:38:22,2025-05-10 15:38:32,IP Address,80.114.165.142,100,10,True,2025-05-10 15:38:32,R_8n2ixeBNy6KglA3,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,197M,No,,,,,,,,,,,,,
2025-05-10 15:38:51,2025-05-10 15:38:56,IP Address,80.114.165.142,100,5,True,2025-05-10 15:38:56,R_25iVsvAJMjMQjYZ,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,181M,No,,,,,,,,,,,,,
2025-05-10 15:39:00,2025-05-10 15:39:06,IP Address,80.114.165.142,100,5,True,2025-05-10 15:39:07,R_21basosLlWpBOuD,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,180M,No,,,,,,,,,,,,,
2025-05-10 15:39:15,2025-05-10 15:39:42,IP Address,80.114.165.142,100,27,True,2025-05-10 15:39:43,R_28DrKKXSbKxSwb7,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,200M,No,,,,,,,,,,,,,
2025-05-10 15:39:51,2025-05-10 15:40:08,IP Address,80.114.165.142,100,16,True,2025-05-10 15:40:08,R_8WwizqfrC7o3uWn,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,201M,No,,,,,,,,,,,,,
2025-05-10 15:40:16,2025-05-10 15:40:22,IP Address,80.114.165.142,100,6,True,2025-05-10 15:40:23,R_8nr45sR9ZuVQ7Bp,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,202M,No,,,,,,,,,,,,,
2025-05-10 15:40:26,2025-05-10 15:40:55,IP Address,80.114.165.142,100,29,True,2025-05-10 15:40:55,R_84q5LZC0RqpnDS9,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,203M,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-10 15:41:04,2025-05-10 15:41:11,IP Address,80.114.165.142,100,7,True,2025-05-10 15:41:12,R_8fP5IzrEk0Uo5bj,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,204M,No,,,,,,,,,,,,,
2025-05-10 15:41:22,2025-05-10 15:41:29,IP Address,80.114.165.142,100,7,True,2025-05-10 15:41:29,R_8BUdi2vtZHmu1Il,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,206M,No,,,,,,,,,,,,,
2025-05-10 15:41:34,2025-05-10 15:41:40,IP Address,80.114.165.142,100,5,True,2025-05-10 15:41:40,R_2C9dZuJDwWI7AJD,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,207M,No,,,,,,,,,,,,,
2025-05-10 15:42:02,2025-05-10 15:42:08,IP Address,80.114.165.142,100,6,True,2025-05-10 15:42:09,R_8feUHWHIn3fx7GM,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,208M,No,,,,,,,,,,,,,
2025-05-10 15:42:23,2025-05-10 15:42:36,IP Address,80.114.165.142,100,13,True,2025-05-10 15:42:36,R_8FtXCI6WWHMpZSu,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,209M,No,,,,,,,,,,,,,
2025-05-10 15:42:41,2025-05-10 15:42:48,IP Address,80.114.165.142,100,6,True,2025-05-10 15:42:48,R_8fjC2KAmFpLrAHX,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,210M,No,,,,,,,,,,,,,
2025-05-10 15:42:51,2025-05-10 15:42:57,IP Address,80.114.165.142,100,5,True,2025-05-10 15:42:57,R_8FXpzjqZ2CEsSAx,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,211M,No,,,,,,,,,,,,,
2025-05-10 15:43:02,2025-05-10 15:43:10,IP Address,80.114.165.142,100,8,True,2025-05-10 15:43:11,R_8ZE98taICEpwugu,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,212M,No,,,,,,,,,,,,,
2025-05-10 15:43:36,2025-05-10 15:43:42,IP Address,80.114.165.142,100,5,True,2025-05-10 15:43:42,R_2t3joiBNSz988oq,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,213M,No,,,,,,,,,,,,,
2025-05-10 15:43:46,2025-05-10 15:43:52,IP Address,80.114.165.142,100,5,True,2025-05-10 15:43:52,R_2fjhOaa93eG6k3N,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,214M,No,,,,,,,,,,,,,
2025-05-10 15:43:56,2025-05-10 15:44:04,IP Address,80.114.165.142,100,7,True,2025-05-10 15:44:04,R_8Kyq0ezfEkfkxMt,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,215M,No,,,,,,,,,,,,,
2025-05-10 15:44:08,2025-05-10 15:44:21,IP Address,80.114.165.142,100,12,True,2025-05-10 15:44:21,R_84qjqUUdWu62uwW,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,216M,No,,,,,,,,,,,,,
2025-05-10 15:44:33,2025-05-10 15:45:11,IP Address,80.114.165.142,100,37,True,2025-05-10 15:45:11,R_8Cihhz4AffPoeNH,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,217M,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,No,Yes
2025-05-10 15:45:40,2025-05-10 15:45:46,IP Address,80.114.165.142,100,6,True,2025-05-10 15:45:47,R_2AHiBd7avj34jPt,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,218M,No,,,,,,,,,,,,,
2025-05-10 15:46:08,2025-05-10 15:46:14,IP Address,80.114.165.142,100,5,True,2025-05-10 15:46:14,R_8jVtVbwj3glZQfh,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,236M,No,,,,,,,,,,,,,
2025-05-10 15:46:16,2025-05-10 15:46:25,IP Address,80.114.165.142,100,9,True,2025-05-10 15:46:26,R_25Xy608xz9DowIz,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,237M,No,,,,,,,,,,,,,
2025-05-10 21:45:03,2025-05-10 22:33:26,IP Address,89.98.163.147,100,2903,True,2025-05-10 22:33:26,R_8afVoEhnlqntees,,,,,52.3672,4.918,anonymous,EN,Ada Shi,251A,No,,,,,,,,,,,,,
2025-05-10 22:33:28,2025-05-10 22:33:44,IP Address,89.98.163.147,100,16,True,2025-05-10 22:33:45,R_2OSydSyWfQ0kKFD,,,,,52.3672,4.918,anonymous,EN,Ada Shi,252A,No,,,,,,,,,,,,,
2025-05-10 22:33:46,2025-05-10 22:34:02,IP Address,89.98.163.147,100,16,True,2025-05-10 22:34:03,R_8gLzcmu9FT7ddR8,,,,,52.3672,4.918,anonymous,EN,Ada Shi,253A,No,,,,,,,,,,,,,
2025-05-10 22:34:04,2025-05-10 22:34:16,IP Address,89.98.163.147,100,12,True,2025-05-10 22:34:17,R_2U3ZZQ0itEhrDUA,,,,,52.3672,4.918,anonymous,EN,Ada Shi,254A,No,,,,,,,,,,,,,
2025-05-10 22:34:17,2025-05-10 22:34:32,IP Address,89.98.163.147,100,14,True,2025-05-10 22:34:32,R_2f10eNE67tdLYRT,,,,,52.3672,4.918,anonymous,EN,Ada Shi,255A,No,,,,,,,,,,,,,
2025-05-10 22:34:33,2025-05-10 22:34:44,IP Address,89.98.163.147,100,10,True,2025-05-10 22:34:44,R_2gA3rJBrp1s6B64,,,,,52.3672,4.918,anonymous,EN,Ada Shi,256A,No,,,,,,,,,,,,,
2025-05-10 22:34:45,2025-05-10 22:35:03,IP Address,89.98.163.147,100,17,True,2025-05-10 22:35:03,R_8q2DCYfolAo8Nmj,,,,,52.3672,4.918,anonymous,EN,Ada Shi,257A,No,,,,,,,,,,,,,
2025-05-10 22:35:04,2025-05-10 22:35:22,IP Address,89.98.163.147,100,17,True,2025-05-10 22:35:22,R_8OPB0U0fDdQ7pHr,,,,,52.3672,4.918,anonymous,EN,Ada Shi,258A,No,,,,,,,,,,,,,
2025-05-10 22:35:24,2025-05-10 22:35:42,IP Address,89.98.163.147,100,18,True,2025-05-10 22:35:42,R_88ojKNmvXJ31aeZ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,259A,No,,,,,,,,,,,,,
2025-05-10 22:35:43,2025-05-10 22:35:59,IP Address,89.98.163.147,100,15,True,2025-05-10 22:36:00,R_8oAv6wZMLespus4,,,,,52.3672,4.918,anonymous,EN,Ada Shi,260A,No,,,,,,,,,,,,,
2025-05-10 22:37:33,2025-05-10 22:37:41,IP Address,89.98.163.147,100,7,True,2025-05-10 22:37:41,R_80OPOOJe6WpT1O4,,,,,52.3672,4.918,anonymous,EN,Ada Shi,261A,No,,,,,,,,,,,,,
2025-05-10 22:37:42,2025-05-10 22:39:01,IP Address,89.98.163.147,100,78,True,2025-05-10 22:39:01,R_2E9S3Yy31hrRr7Y,,,,,52.3672,4.918,anonymous,EN,Ada Shi,262A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,Yes,,,
2025-05-10 22:39:03,2025-05-10 22:39:18,IP Address,89.98.163.147,100,15,True,2025-05-10 22:39:18,R_8izr59gj9uCgKW3,,,,,52.3672,4.918,anonymous,EN,Ada Shi,263A,No,,,,,,,,,,,,,
2025-05-10 22:39:19,2025-05-10 22:39:44,IP Address,89.98.163.147,100,24,True,2025-05-10 22:39:44,R_8PdudCHR3sdHh5u,,,,,52.3672,4.918,anonymous,EN,Ada Shi,264A,No,,,,,,,,,,,,,
2025-05-10 22:39:45,2025-05-10 22:40:05,IP Address,89.98.163.147,100,19,True,2025-05-10 22:40:06,R_8kaL7WmBq5qqFJm,,,,,52.3672,4.918,anonymous,EN,Ada Shi,265A,No,,,,,,,,,,,,,
2025-05-10 22:40:06,2025-05-10 22:42:26,IP Address,89.98.163.147,100,139,True,2025-05-10 22:42:26,R_87s5GnolcFmORtx,,,,,52.3672,4.918,anonymous,EN,Ada Shi,266A,No,,,,,,,,,,,,,
2025-05-10 22:42:27,2025-05-10 22:42:55,IP Address,89.98.163.147,100,27,True,2025-05-10 22:42:55,R_8LcCVtPaNOLMGar,,,,,52.3672,4.918,anonymous,EN,Ada Shi,267A,No,,,,,,,,,,,,,
2025-05-10 22:42:56,2025-05-10 22:43:52,IP Address,89.98.163.147,100,55,True,2025-05-10 22:43:52,R_8VaxEZKSRLpCH2q,,,,,52.3672,4.918,anonymous,EN,Ada Shi,268A,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-10 22:43:53,2025-05-10 22:44:16,IP Address,89.98.163.147,100,22,True,2025-05-10 22:44:16,R_2g0b6xeoz4g9qBv,,,,,52.3672,4.918,anonymous,EN,Ada Shi,269A,No,,,,,,,,,,,,,
2025-05-10 22:44:18,2025-05-10 22:45:13,IP Address,89.98.163.147,100,55,True,2025-05-10 22:45:14,R_2PyVksuWrG2DtXT,,,,,52.3672,4.918,anonymous,EN,Ada Shi,270A,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-10 22:45:15,2025-05-10 22:46:30,IP Address,89.98.163.147,100,74,True,2025-05-10 22:46:30,R_2czMj0vJY9lI67O,,,,,52.3672,4.918,anonymous,EN,Ada Shi,271A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-10 22:46:31,2025-05-10 22:49:07,IP Address,89.98.163.147,100,155,True,2025-05-10 22:49:07,R_8lJl7YIJs3CHNLn,,,,,52.3672,4.918,anonymous,EN,Ada Shi,272A,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-10 22:49:08,2025-05-10 22:49:59,IP Address,89.98.163.147,100,51,True,2025-05-10 22:50:00,R_2M6UjstFVKlMbPX,,,,,52.3672,4.918,anonymous,EN,Ada Shi,273A,No,,,,,,,,,,,,,
2025-05-10 22:50:01,2025-05-10 22:51:27,IP Address,89.98.163.147,100,86,True,2025-05-10 22:51:27,R_8jpsV7PCV64jtrC,,,,,52.3672,4.918,anonymous,EN,Ada Shi,274A,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,Yes,
2025-05-10 22:51:29,2025-05-10 22:52:20,IP Address,89.98.163.147,100,51,True,2025-05-10 22:52:21,R_2JClS2xXyBrn16W,,,,,52.3672,4.918,anonymous,EN,Ada Shi,275A,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,No,Yes
2025-05-10 22:52:22,2025-05-10 22:52:53,IP Address,89.98.163.147,100,31,True,2025-05-10 22:52:53,R_8xXIQcS5zL9kZPO,,,,,52.3672,4.918,anonymous,EN,Ada Shi,276A,No,,,,,,,,,,,,,
2025-05-10 22:52:54,2025-05-10 22:54:35,IP Address,89.98.163.147,100,100,True,2025-05-10 22:54:36,R_8j8wNJOsnzW7mLB,,,,,52.3672,4.918,anonymous,EN,Ada Shi,277A,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-10 22:54:37,2025-05-10 22:56:52,IP Address,89.98.163.147,100,135,True,2025-05-10 22:56:52,R_2RMcEbb2IUU2ec1,,,,,52.3672,4.918,anonymous,EN,Ada Shi,278A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,No,Yes
2025-05-10 22:56:55,2025-05-10 22:57:29,IP Address,89.98.163.147,100,33,True,2025-05-10 22:57:29,R_8iaKE6D1BRbtCwJ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,279A,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-10 22:57:30,2025-05-10 22:58:07,IP Address,89.98.163.147,100,37,True,2025-05-10 22:58:07,R_8D6ZHgf1w7NRSBj,,,,,52.3672,4.918,anonymous,EN,Ada Shi,280A,No,,,,,,,,,,,,,
2025-05-11 10:33:08,2025-05-11 10:33:32,IP Address,89.98.163.147,100,24,True,2025-05-11 10:33:32,R_8mednlOBgEQHwc0,,,,,52.3672,4.918,anonymous,EN,Ada Shi,281A,No,,,,,,,,,,,,,
2025-05-11 10:33:34,2025-05-11 10:33:49,IP Address,89.98.163.147,100,15,True,2025-05-11 10:33:49,R_2opqTD0d0wpVKdm,,,,,52.3672,4.918,anonymous,EN,Ada Shi,282A,No,,,,,,,,,,,,,
2025-05-11 10:33:50,2025-05-11 10:34:25,IP Address,89.98.163.147,100,34,True,2025-05-11 10:34:25,R_8i94z5plOXorQqJ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,283A,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-11 10:34:26,2025-05-11 10:34:49,IP Address,89.98.163.147,100,23,True,2025-05-11 10:34:50,R_8dGdcMfrvThOxu7,,,,,52.3672,4.918,anonymous,EN,Ada Shi,284A,No,,,,,,,,,,,,,
2025-05-11 10:34:51,2025-05-11 10:35:31,IP Address,89.98.163.147,100,39,True,2025-05-11 10:35:31,R_838erCCBoWzIby6,,,,,52.3672,4.918,anonymous,EN,Ada Shi,285A,No,,,,,,,,,,,,,
2025-05-11 10:35:34,2025-05-11 10:37:00,IP Address,89.98.163.147,100,86,True,2025-05-11 10:37:01,R_8FsVGNyaIBozRNn,,,,,52.3672,4.918,anonymous,EN,Ada Shi,286A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,Yes,,
2025-05-11 10:37:02,2025-05-11 10:37:21,IP Address,89.98.163.147,100,18,True,2025-05-11 10:37:21,R_8k63F0rtVIWesNi,,,,,52.3672,4.918,anonymous,EN,Ada Shi,287A,No,,,,,,,,,,,,,
2025-05-11 10:37:22,2025-05-11 10:37:59,IP Address,89.98.163.147,100,36,True,2025-05-11 10:37:59,R_8g8FMh7r5lOsxdF,,,,,52.3672,4.918,anonymous,EN,Ada Shi,288A,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,No,No
2025-05-11 10:38:00,2025-05-11 10:38:26,IP Address,89.98.163.147,100,26,True,2025-05-11 10:38:26,R_2B5Kt0nvHq8Sz5t,,,,,52.3672,4.918,anonymous,EN,Ada Shi,289A,No,,,,,,,,,,,,,
2025-05-11 10:38:30,2025-05-11 10:38:44,IP Address,89.98.163.147,100,14,True,2025-05-11 10:38:45,R_29v82nKTjXYb5wE,,,,,52.3672,4.918,anonymous,EN,Ada Shi,290A,No,,,,,,,,,,,,,
2025-05-11 10:38:46,2025-05-11 10:39:08,IP Address,89.98.163.147,100,22,True,2025-05-11 10:39:10,R_8w6W1N3JSFQDsB6,,,,,52.3672,4.918,anonymous,EN,Ada Shi,291A,No,,,,,,,,,,,,,
2025-05-11 10:39:12,2025-05-11 10:39:33,IP Address,89.98.163.147,100,20,True,2025-05-11 10:39:33,R_20MwBVKY6rVBcR3,,,,,52.3672,4.918,anonymous,EN,Ada Shi,292A,No,,,,,,,,,,,,,
2025-05-11 10:39:34,2025-05-11 10:40:00,IP Address,89.98.163.147,100,26,True,2025-05-11 10:40:01,R_2Qs9jAwsHhg1RdS,,,,,52.3672,4.918,anonymous,EN,Ada Shi,293A,No,,,,,,,,,,,,,
2025-05-11 10:40:01,2025-05-11 10:40:12,IP Address,89.98.163.147,100,11,True,2025-05-11 10:40:13,R_2rHVqfxeKoQ3K8S,,,,,52.3672,4.918,anonymous,EN,Ada Shi,294A,No,,,,,,,,,,,,,
2025-05-11 10:40:14,2025-05-11 10:40:36,IP Address,89.98.163.147,100,22,True,2025-05-11 10:40:37,R_20SEPeeRyUnve2o,,,,,52.3672,4.918,anonymous,EN,Ada Shi,295A,Yes,First,No,,,,,,,,,,,
2025-05-11 10:40:41,2025-05-11 10:42:20,IP Address,89.98.163.147,100,98,True,2025-05-11 10:42:20,R_2djpUvYwOXzSQxz,,,,,52.3672,4.918,anonymous,EN,Ada Shi,296A,Yes,First,Yes,Positively,Yes,Other Individuals,,,,,Yes,,,
2025-05-11 10:42:22,2025-05-11 10:42:33,IP Address,89.98.163.147,100,11,True,2025-05-11 10:42:33,R_8f1Euf69aFK9jSG,,,,,52.3672,4.918,anonymous,EN,Ada Shi,297A,No,,,,,,,,,,,,,
2025-05-11 10:42:34,2025-05-11 10:43:39,IP Address,89.98.163.147,100,64,True,2025-05-11 10:43:39,R_8N5qt8blMgBUO1S,,,,,52.3672,4.918,anonymous,EN,Ada Shi,298A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-11 10:43:41,2025-05-11 10:44:15,IP Address,89.98.163.147,100,33,True,2025-05-11 10:44:17,R_8LZHgQDNp84IJFY,,,,,52.3672,4.918,anonymous,EN,Ada Shi,298A,Yes,Second,Yes,Ambiguously,,,,,,,,,,
2025-05-11 10:44:20,2025-05-11 10:44:34,IP Address,89.98.163.147,100,13,True,2025-05-11 10:44:35,R_2jsKnhxhW9Nji3T,,,,,52.3672,4.918,anonymous,EN,Ada Shi,299A,No,,,,,,,,,,,,,
2025-05-11 10:44:35,2025-05-11 10:44:48,IP Address,89.98.163.147,100,13,True,2025-05-11 10:44:49,R_8dFRxNlvwqoaEKw,,,,,52.3672,4.918,anonymous,EN,Ada Shi,300A,No,,,,,,,,,,,,,
2025-05-11 12:38:17,2025-05-11 12:43:50,IP Address,80.114.165.142,100,332,True,2025-05-11 12:43:50,R_8PGdFBzKbHGKnK2,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,219M,No,,,,,,,,,,,,,
2025-05-11 12:43:55,2025-05-11 12:45:59,IP Address,80.114.165.142,100,124,True,2025-05-11 12:46:00,R_8H5KwA3kKWGw3FM,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,220M,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-11 12:46:04,2025-05-11 12:46:18,IP Address,80.114.165.142,100,14,True,2025-05-11 12:46:18,R_2QVCl54vdfAa4YF,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,221M,Yes,First,No,,,,,,,,,,,
2025-05-11 12:46:22,2025-05-11 12:46:43,IP Address,80.114.165.142,100,20,True,2025-05-11 12:46:43,R_2Od628ZnRZEBbVv,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,222M,No,,,,,,,,,,,,,
2025-05-11 12:46:47,2025-05-11 12:47:45,IP Address,80.114.165.142,100,57,True,2025-05-11 12:47:45,R_2JKhajg3fZobNND,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,223M,Yes,First,Yes,Negatively,No,,Yes,"National Government Agencies (e.g., intelligence agencies, government departments like the department of justice)",,,No,No,Yes,
2025-05-11 12:47:50,2025-05-11 12:48:01,IP Address,80.114.165.142,100,11,True,2025-05-11 12:48:02,R_2r9vsAbpvldNX19,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,224M,No,,,,,,,,,,,,,
2025-05-11 12:48:05,2025-05-11 12:48:19,IP Address,80.114.165.142,100,14,True,2025-05-11 12:48:19,R_8OqMhTNmV29CvOH,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,225M,No,,,,,,,,,,,,,
2025-05-11 12:48:25,2025-05-11 12:48:38,IP Address,80.114.165.142,100,12,True,2025-05-11 12:48:38,R_8fvqfj41IXgqbmp,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,226M,No,,,,,,,,,,,,,
2025-05-11 12:48:42,2025-05-11 12:48:47,IP Address,80.114.165.142,100,5,True,2025-05-11 12:48:48,R_8ElOXlpE5dGUhob,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,227M,No,,,,,,,,,,,,,
2025-05-11 12:48:52,2025-05-11 12:48:58,IP Address,80.114.165.142,100,5,True,2025-05-11 12:48:59,R_8OpehsYNctC7Ev1,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,228M,No,,,,,,,,,,,,,
2025-05-11 12:49:04,2025-05-11 12:49:14,IP Address,80.114.165.142,100,10,True,2025-05-11 12:49:14,R_8VC7VDuNjfOnmmP,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,229M,No,,,,,,,,,,,,,
2025-05-11 12:49:20,2025-05-11 12:50:56,IP Address,80.114.165.142,100,96,True,2025-05-11 12:50:57,R_81b8YmaLJLgG8Np,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,231M,No,,,,,,,,,,,,,
2025-05-11 12:51:02,2025-05-11 12:51:14,IP Address,80.114.165.142,100,11,True,2025-05-11 12:51:14,R_2QMFm8OecvjhDDI,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,232M,No,,,,,,,,,,,,,
2025-05-11 12:51:18,2025-05-11 12:51:34,IP Address,80.114.165.142,100,15,True,2025-05-11 12:51:34,R_20pkVBgqclUcGm2,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,233M,No,,,,,,,,,,,,,
2025-05-11 12:51:42,2025-05-11 12:51:57,IP Address,80.114.165.142,100,15,True,2025-05-11 12:51:57,R_2asQ8ITraFy93j7,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,234M,No,,,,,,,,,,,,,
2025-05-11 12:52:04,2025-05-11 12:52:24,IP Address,80.114.165.142,100,19,True,2025-05-11 12:52:24,R_23xQu9yXII8AbSE,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,235M,No,,,,,,,,,,,,,
2025-05-11 12:52:41,2025-05-11 12:52:56,IP Address,80.114.165.142,100,14,True,2025-05-11 12:52:57,R_8ICKs3pyYp27Qch,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,176M,No,,,,,,,,,,,,,
2025-05-11 12:53:00,2025-05-11 12:53:14,IP Address,80.114.165.142,100,14,True,2025-05-11 12:53:14,R_8TTDxUvlecLlHl7,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,177M,No,,,,,,,,,,,,,
2025-05-11 12:53:18,2025-05-11 12:53:24,IP Address,80.114.165.142,100,6,True,2025-05-11 12:53:25,R_2e92CyBzhrWJZX3,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,178M,No,,,,,,,,,,,,,
